Sentence	entity_1	entity_2	json	split
"Here we use in C. albicans another type of allele that has been employed effectively in the model yeast Saccharomyces cerevisiae, a "" Decreased Abundance by mRNA Perturbation "" ( DAmP) allele ( Yan et al., 2008)."	yeast,98,103,Organism/Species	Saccharomyces cerevisiae,104,128,Organism/Species	"[{""token"": ""yeast"", ""start_span"": 98, ""end_span"": 103, ""type"": ""Organism/Species""}, {""token"": ""Saccharomyces cerevisiae"", ""start_span"": 104, ""end_span"": 128, ""type"": ""Organism/Species""}]"	train
Some isolates of the opportunistic human pathogenic fungus Aspergillus fumigatus are known to be infected with mycoviruses.	human,35,40,Organism/Species	Aspergillus fumigatus,59,80,Organism/Species	"[{""token"": ""human"", ""start_span"": 35, ""end_span"": 40, ""type"": ""Organism/Species""}, {""token"": ""Aspergillus fumigatus"", ""start_span"": 59, ""end_span"": 80, ""type"": ""Organism/Species""}]"	train
Galleria mellonella as model host for the trans - kingdom pathogen Fusarium oxysporum.	Galleria mellonella,0,19,Organism/Species	Fusarium oxysporum,67,85,Organism/Species	"[{""token"": ""Galleria mellonella"", ""start_span"": 0, ""end_span"": 19, ""type"": ""Organism/Species""}, {""token"": ""Fusarium oxysporum"", ""start_span"": 67, ""end_span"": 85, ""type"": ""Organism/Species""}]"	train
Fusarium oxysporum, the causal agent of vascular wilt disease, affects a wide range of plant species and can produce disseminated infections in humans.	Fusarium oxysporum,0,18,Organism/Species	humans,144,150,Organism/Species	"[{""token"": ""Fusarium oxysporum"", ""start_span"": 0, ""end_span"": 18, ""type"": ""Organism/Species""}, {""token"": ""humans"", ""start_span"": 144, ""end_span"": 150, ""type"": ""Organism/Species""}]"	train
F. oxysporum f. sp. lycopersici isolate FGSC 9935 causes disease both on tomato plants and immunodepressed mice, making it an ideal model for the comparative analysis of fungal virulence on plant and animal hosts.	tomato plants,73,86,Organism/Species	mice,107,111,Organism/Species	"[{""token"": ""tomato plants"", ""start_span"": 73, ""end_span"": 86, ""type"": ""Organism/Species""}, {""token"": ""mice"", ""start_span"": 107, ""end_span"": 111, ""type"": ""Organism/Species""}]"	train
Overexpression of a cytochrome P450 monooxygenase, CYP6ER1, is associated with resistance to imidacloprid in the brown planthopper, Nilaparvata lugens.	brown planthopper,113,130,Organism/Species	Nilaparvata lugens,132,150,Organism/Species	"[{""token"": ""brown planthopper"", ""start_span"": 113, ""end_span"": 130, ""type"": ""Organism/Species""}, {""token"": ""Nilaparvata lugens"", ""start_span"": 132, ""end_span"": 150, ""type"": ""Organism/Species""}]"	train
Internal peptide fragments show homology ( up to 60%) with putative proteins from free - living ascomycetes ( e. g. Penicillium marneffei and Neosartorya fischeri), but not to sequences of algal or cyanobacterial peptides or to known fungal, bacterial or plant peroxidases.	Penicillium marneffei,116,137,Organism/Species	Neosartorya fischeri,142,162,Organism/Species	"[{""token"": ""Penicillium marneffei"", ""start_span"": 116, ""end_span"": 137, ""type"": ""Organism/Species""}, {""token"": ""Neosartorya fischeri"", ""start_span"": 142, ""end_span"": 162, ""type"": ""Organism/Species""}]"	train
Interactions Between Extrafloral Nectaries, Ants ( Hymenoptera: Formicidae), and Other Natural Enemies Affect Biological Control of Grapholita molesta ( Lepidoptera: Tortricidae) on Peach ( Rosales: Rosaceae).	Grapholita molesta,132,150,Organism/Species	Peach,182,187,Organism/Species	"[{""token"": ""Grapholita molesta"", ""start_span"": 132, ""end_span"": 150, ""type"": ""Organism/Species""}, {""token"": ""Peach"", ""start_span"": 182, ""end_span"": 187, ""type"": ""Organism/Species""}]"	train
This research examined the interactions between ants and other natural enemies associated with the EFNs of peach [ Prunus persica ( L.) Batcsh] and the implications for biological control of a key pest, the oriental fruit moth [ Grapholita molesta ( Busck)].	peach,107,112,Organism/Species	oriental fruit moth,207,226,Organism/Species	"[{""token"": ""peach"", ""start_span"": 107, ""end_span"": 112, ""type"": ""Organism/Species""}, {""token"": ""oriental fruit moth"", ""start_span"": 207, ""end_span"": 226, ""type"": ""Organism/Species""}]"	train
Infestations of house flies, Musca domestica L., are a continual problem around poultry establishments.	house flies,16,27,Organism/Species	Musca domestica,29,44,Organism/Species	"[{""token"": ""house flies"", ""start_span"": 16, ""end_span"": 27, ""type"": ""Organism/Species""}, {""token"": ""Musca domestica"", ""start_span"": 29, ""end_span"": 44, ""type"": ""Organism/Species""}]"	train
This paper describes the rapid cold hardening processes of the sweetpotato whitefly, Bemisia tabaci ( Gennadius).	sweetpotato whitefly,63,83,Organism/Species	Bemisia tabaci,85,99,Organism/Species	"[{""token"": ""sweetpotato whitefly"", ""start_span"": 63, ""end_span"": 83, ""type"": ""Organism/Species""}, {""token"": ""Bemisia tabaci"", ""start_span"": 85, ""end_span"": 99, ""type"": ""Organism/Species""}]"	train
Interspecific Interactions Between Bemisia tabaci Biotype B and Trialeurodes vaporariorum ( Hemiptera: Aleyrodidae).	Bemisia tabaci,35,49,Organism/Species	Trialeurodes vaporariorum,64,89,Organism/Species	"[{""token"": ""Bemisia tabaci"", ""start_span"": 35, ""end_span"": 49, ""type"": ""Organism/Species""}, {""token"": ""Trialeurodes vaporariorum"", ""start_span"": 64, ""end_span"": 89, ""type"": ""Organism/Species""}]"	train
Bemisia tabaci ( Gennadius) biotype B and Trialeurodes vaporariorum ( Westwood) are invasive whitefly species that often co - occur on greenhouse - grown vegetables in northern China.	Bemisia tabaci,0,14,Organism/Species	Trialeurodes vaporariorum,42,67,Organism/Species	"[{""token"": ""Bemisia tabaci"", ""start_span"": 0, ""end_span"": 14, ""type"": ""Organism/Species""}, {""token"": ""Trialeurodes vaporariorum"", ""start_span"": 42, ""end_span"": 67, ""type"": ""Organism/Species""}]"	train
Litoreibacter albidus gen. nov., sp. nov. and Litoreibacter janthinus sp. nov., members of the class Alphaproteobacteria isolated from the seashore.	Litoreibacter albidus,0,21,Organism/Species	Litoreibacter janthinus,46,69,Organism/Species	"[{""token"": ""Litoreibacter albidus"", ""start_span"": 0, ""end_span"": 21, ""type"": ""Organism/Species""}, {""token"": ""Litoreibacter janthinus"", ""start_span"": 46, ""end_span"": 69, ""type"": ""Organism/Species""}]"	valid
Phylogenetic analysis based on 16S rRNA gene sequences showed that strains KMM 3851 ( T) and KMM 3842 ( T) were affiliated with the Roseobacter lineage of the class Alphaproteobacteria as a separate phylogenetic line adjacent to the members of the genus Thalassobacter.	KMM 3851,75,83,Organism/Species	KMM 3842,93,101,Organism/Species	"[{""token"": ""KMM 3851"", ""start_span"": 75, ""end_span"": 83, ""type"": ""Organism/Species""}, {""token"": ""KMM 3842"", ""start_span"": 93, ""end_span"": 101, ""type"": ""Organism/Species""}]"	valid
In addition, strain KMM 3851 ( T) contained two unknown lipids, whereas strain KMM 3842 ( T) contained diphosphatidylglycerol.	KMM 3851,20,28,Organism/Species	KMM 3842,79,87,Organism/Species	"[{""token"": ""KMM 3851"", ""start_span"": 20, ""end_span"": 28, ""type"": ""Organism/Species""}, {""token"": ""KMM 3842"", ""start_span"": 79, ""end_span"": 87, ""type"": ""Organism/Species""}]"	valid
The DNA G + C contents were 60. 4 mol% ( KMM 3851 ( T)) and 58. 5 mol% ( KMM 3842 ( T)).	KMM 3851,41,49,Organism/Species	KMM 3842,73,81,Organism/Species	"[{""token"": ""KMM 3851"", ""start_span"": 41, ""end_span"": 49, ""type"": ""Organism/Species""}, {""token"": ""KMM 3842"", ""start_span"": 73, ""end_span"": 81, ""type"": ""Organism/Species""}]"	valid
( type strain KMM 3851 ( T) = NRIC 0773 ( T) = JCM 16493 ( T)) and a second species Litoreibacter janthinus sp. nov.	KMM 3851,14,22,Organism/Species	Litoreibacter janthinus,84,107,Organism/Species	"[{""token"": ""KMM 3851"", ""start_span"": 14, ""end_span"": 22, ""type"": ""Organism/Species""}, {""token"": ""Litoreibacter janthinus"", ""start_span"": 84, ""end_span"": 107, ""type"": ""Organism/Species""}]"	valid
In the rice - Xoo interaction, OsEDR1 transcriptionally promotes the synthesis of ethylene that, in turn, suppresses SA - and JA - associated defence signalling.	rice,7,11,Organism/Species	Xoo,14,17,Organism/Species	"[{""token"": ""rice"", ""start_span"": 7, ""end_span"": 11, ""type"": ""Organism/Species""}, {""token"": ""Xoo"", ""start_span"": 14, ""end_span"": 17, ""type"": ""Organism/Species""}]"	valid
We used 12 years of comprehensive demographic data from a declining ring ouzel ( Turdus torquatus) population to estimate the mean, variance and covariance in all major demographic rates and estimate potential and realized demographic contributions to lambda.	ring ouzel,68,78,Organism/Species	Turdus torquatus,81,97,Organism/Species	"[{""token"": ""ring ouzel"", ""start_span"": 68, ""end_span"": 78, ""type"": ""Organism/Species""}, {""token"": ""Turdus torquatus"", ""start_span"": 81, ""end_span"": 97, ""type"": ""Organism/Species""}]"	valid
* Apical buds of Norway spruce ( Picea abies) trees at high and low elevation were heated during 2006 and 2007.	Norway spruce,17,30,Organism/Species	Picea abies,33,44,Organism/Species	"[{""token"": ""Norway spruce"", ""start_span"": 17, ""end_span"": 30, ""type"": ""Organism/Species""}, {""token"": ""Picea abies"", ""start_span"": 33, ""end_span"": 44, ""type"": ""Organism/Species""}]"	valid
The transfer of Zn from the growth medium to wheat ( Triticum aestivum) grains in an ear culture system was investigated by using the stable Zn isotope ( 70) Zn, and the spatial distribution of Zn within the grains was studied by laser ablation - inductively coupled plasma - mass spectrometry ( LA - ICP - MS).	wheat,45,50,Organism/Species	Triticum aestivum,53,70,Organism/Species	"[{""token"": ""wheat"", ""start_span"": 45, ""end_span"": 50, ""type"": ""Organism/Species""}, {""token"": ""Triticum aestivum"", ""start_span"": 53, ""end_span"": 70, ""type"": ""Organism/Species""}]"	valid
Early detection of resistant mutations of hepatitis B virus ( HBV) is important for patients on nucleos ( t) ide analog therapy.	hepatitis B virus,42,59,Organism/Species	HBV,62,65,Organism/Species	"[{""token"": ""hepatitis B virus"", ""start_span"": 42, ""end_span"": 59, ""type"": ""Organism/Species""}, {""token"": ""HBV"", ""start_span"": 62, ""end_span"": 65, ""type"": ""Organism/Species""}]"	valid
Here we show that lectin protein from jackfruit seed ( jacalin), which binds to non - and monosialylated core 1 O - linked carbohydrate, potently inhibited the replication of SIVmac239.	jackfruit,38,47,Organism/Species	SIVmac239,175,184,Organism/Species	"[{""token"": ""jackfruit"", ""start_span"": 38, ""end_span"": 47, ""type"": ""Organism/Species""}, {""token"": ""SIVmac239"", ""start_span"": 175, ""end_span"": 184, ""type"": ""Organism/Species""}]"	valid
Characterization of the SIVmac239 gp120 O - linked glycome showed the presence of core 1 and core 2 O - linked carbohydrate; a 128 - to - 139 - substituted variant gp120 from jacalin - resistant SIV lacked O - linked carbohydrate.	SIVmac239,24,33,Organism/Species	SIV,195,198,Organism/Species	"[{""token"": ""SIVmac239"", ""start_span"": 24, ""end_span"": 33, ""type"": ""Organism/Species""}, {""token"": ""SIV"", ""start_span"": 195, ""end_span"": 198, ""type"": ""Organism/Species""}]"	valid
Unlike that of SIVmac239, the replication of HIV - 1 strain NL4 - 3 was resistant to inhibition by jacalin.	SIVmac239,15,24,Organism/Species	HIV - 1 strain NL4 - 3,45,67,Organism/Species	"[{""token"": ""SIVmac239"", ""start_span"": 15, ""end_span"": 24, ""type"": ""Organism/Species""}, {""token"": ""HIV - 1 strain NL4 - 3"", ""start_span"": 45, ""end_span"": 67, ""type"": ""Organism/Species""}]"	valid
Varicella - zoster virus glycoprotein E is a critical determinant of virulence in the SCID mouse - human model of neuropathogenesis.	Varicella - zoster virus,0,24,Organism/Species	human,99,104,Organism/Species	"[{""token"": ""Varicella - zoster virus"", ""start_span"": 0, ""end_span"": 24, ""type"": ""Organism/Species""}, {""token"": ""human"", ""start_span"": 99, ""end_span"": 104, ""type"": ""Organism/Species""}]"	valid
Varicella - zoster virus ( VZV) is a neurotropic alphaherpesvirus.	Varicella - zoster virus,0,24,Organism/Species	VZV,27,30,Organism/Species	"[{""token"": ""Varicella - zoster virus"", ""start_span"": 0, ""end_span"": 24, ""type"": ""Organism/Species""}, {""token"": ""VZV"", ""start_span"": 27, ""end_span"": 30, ""type"": ""Organism/Species""}]"	valid
VZV infection of human dorsal root ganglion ( DRG) xenografts in immunodeficient mice models the infection of sensory ganglia.	VZV,0,3,Organism/Species	human,17,22,Organism/Species	"[{""token"": ""VZV"", ""start_span"": 0, ""end_span"": 3, ""type"": ""Organism/Species""}, {""token"": ""human"", ""start_span"": 17, ""end_span"": 22, ""type"": ""Organism/Species""}]"	valid
Transgenic expression of the RNA - dependent RNA polymerase 3D ( pol) inhibited infection of Theiler ' s murine encephalitis virus ( TMEV), a picornavirus from which it was derived.	Theiler ' s murine encephalitis virus,93,130,Organism/Species	TMEV,133,137,Organism/Species	"[{""token"": ""Theiler ' s murine encephalitis virus"", ""start_span"": 93, ""end_span"": 130, ""type"": ""Organism/Species""}, {""token"": ""TMEV"", ""start_span"": 133, ""end_span"": 137, ""type"": ""Organism/Species""}]"	valid
